municipality_id	municipality	max_cases	max_hospitalized	max_deaths	day_first_case	day_first_death	day_50_cases	day_10_deaths	total_cases	total_deaths
1001	Aguascalientes	201	29	16	2020-03-14	2020-04-10	2020-04-06	2020-05-06	8952	852
1005	Jesús María	9	4	4	2020-03-23	2020-05-17	2020-06-15	2020-09-05	391	29
1006	Pabellón de Arteaga	12	3	3	2020-03-23	2020-05-17	2020-06-05	2020-08-29	424	27
1007	Rincón de Romos	14	5	2	2020-03-30	2020-06-06	2020-06-01	2020-09-20	516	16
1011	San Francisco de los Romo	5	2	1	2020-04-20	2020-05-07	2020-08-09	2020-10-08	112	13
2001	Ensenada	51	13	10	2020-03-19	2020-04-07	2020-04-23	2020-05-03	4003	475
2002	Mexicali	174	38	31	2020-03-11	2020-03-30	2020-03-31	2020-04-07	11550	1777
2003	Tecate	18	6	4	2020-03-23	2020-04-08	2020-04-21	2020-04-29	864	117
2004	Tijuana	85	43	25	2020-03-03	2020-03-29	2020-03-29	2020-04-05	7845	1697
2005	Playas de Rosarito	10	3	2	2020-03-19	2020-04-03	2020-05-14	2020-05-07	437	53
3001	Comondú	21	4	3	2020-04-12	2020-05-13	2020-05-30	2020-06-24	844	58
3002	Mulegé	44	3	2	2020-04-05	2020-05-08	2020-05-25	2020-07-13	2046	82
3003	La Paz	98	12	7	2020-03-26	2020-03-29	2020-04-09	2020-04-26	6980	317
3008	Los Cabos	59	15	7	2020-03-17	2020-04-08	2020-04-03	2020-06-01	8192	438
3009	Loreto	26	2	1	2020-05-25	2020-06-19	2020-06-17	2020-09-17	661	15
4001	Calkiní	8	4	3	2020-04-03	2020-04-22	2020-06-23	2020-06-26	236	37
4002	Campeche	64	18	13	2020-03-14	2020-04-19	2020-05-04	2020-05-25	2761	362
4003	Carmen	50	12	7	2020-03-08	2020-04-06	2020-04-26	2020-04-29	2184	309
4004	Champotón	12	6	2	2020-04-15	2020-05-25	2020-06-17	2020-06-29	268	58
4009	Escárcega	27	6	3	2020-05-11	2020-06-14	2020-06-09	2020-07-09	502	38
5002	Acuña	85	13	6	2020-04-08	2020-04-14	2020-06-04	2020-06-12	1959	212
5003	Allende	19	1	1	2020-04-02	2020-07-19	2020-07-13	2020-11-15	367	11
5006	Castaños	6	2	2	2020-03-24	2020-03-31	2020-07-28	2020-09-24	189	13
5009	Francisco I. Madero	31	4	2	2020-04-11	2020-05-30	2020-05-27	2020-06-22	984	70
5010	Frontera	19	6	3	2020-03-26	2020-04-13	2020-05-26	2020-07-09	890	67
5017	Matamoros	16	4	2	2020-03-31	2020-04-06	2020-05-29	2020-06-11	799	80
5018	Monclova	126	12	8	2020-03-16	2020-03-28	2020-04-02	2020-04-10	4280	360
5020	Múzquiz	17	3	2	2020-03-30	2020-04-07	2020-06-16	2020-07-14	1920	140
5022	Nava	12	3	2	2020-04-02	2020-06-30	2020-07-06	2020-08-18	362	21
5024	Parras	51	2	3	2020-05-12	2020-06-04	2020-07-07	2020-10-05	520	24
5025	Piedras Negras	115	8	7	2020-03-30	2020-04-28	2020-05-03	2020-07-07	4065	197
5027	Ramos Arizpe	10	3	3	2020-04-02	2020-06-21	2020-07-20	2020-08-12	255	41
5028	Sabinas	29	4	3	2020-04-13	2020-06-21	2020-06-10	2020-07-06	2550	126
5030	Saltillo	134	25	16	2020-03-11	2020-04-14	2020-04-30	2020-06-06	7975	773
5031	San Buenaventura	7	2	2	2020-04-11	2020-04-20	2020-07-30	2020-09-21	209	20
5032	San Juan de Sabinas	27	4	3	2020-04-15	2020-06-07	2020-06-12	2020-07-14	1141	60
5033	San Pedro	39	7	5	2020-04-15	2020-05-15	2020-05-22	2020-06-16	1217	91
5035	Torreón	151	32	16	2020-02-28	2020-04-14	2020-04-28	2020-05-22	9238	715
6001	Armería	6	3	3	2020-05-03	2020-05-05	2020-08-12	2020-08-10	113	23
6002	Colima	27	8	6	2020-03-16	2020-05-26	2020-06-26	2020-07-19	1841	164
6003	Comala	3	2	3	2020-06-13	2020-07-24	2020-09-15	2020-09-20	77	14
6004	Coquimatlán	5	2	1	2020-05-05	2020-05-27	2020-08-13	2020-09-19	136	17
6005	Cuauhtémoc	5	2	2	2020-03-14	2020-06-27	2020-08-10	2020-09-07	159	22
6007	Manzanillo	28	9	5	2020-03-24	2020-04-13	2020-05-17	2020-05-20	1905	250
6009	Tecomán	23	8	5	2020-04-23	2020-05-29	2020-06-22	2020-07-10	1060	118
6010	Villa de Álvarez	25	7	3	2020-04-01	2020-06-06	2020-07-01	2020-07-27	1512	109
7009	Arriaga	6	3	3	2020-04-14	2020-05-19	2020-07-01	2020-07-15	70	12
7019	Comitán de Domínguez	9	6	2	2020-04-03	2020-04-29	2020-06-01	2020-06-05	288	31
7027	Chiapa de Corzo	11	3	3	2020-03-28	2020-05-12	2020-05-26	2020-06-08	163	36
7040	Huixtla	13	2	2	2020-04-15	2020-05-25	2020-06-02	2020-06-15	161	23
7057	Motozintla	4	4	2	2020-04-22	2020-04-27	2020-07-13	2020-06-19	61	19
7059	Ocosingo	5	4	2	2020-04-06	2020-04-13	2020-06-13	2020-06-03	97	22
7061	Ocozocoautla de Espinosa	5	3	2	2020-04-26	2020-05-13	2020-06-16	2020-06-26	140	30
7065	Palenque	4	2	1	2020-03-23	2020-05-05	2020-06-01	2020-07-08	154	17
7074	Reforma	5	3	2	2020-04-08	2020-05-01	2020-05-25	2020-06-14	155	28
7078	San Cristóbal de las Casas	13	7	3	2020-03-27	2020-05-09	2020-05-12	2020-05-24	404	49
7089	Tapachula	30	15	7	2020-03-23	2020-04-09	2020-05-08	2020-05-18	1267	201
7097	Tonalá	5	4	2	2020-04-10	2020-04-11	2020-06-06	2020-06-14	179	33
7101	Tuxtla Gutiérrez	76	19	11	2020-02-29	2020-04-23	2020-04-26	2020-05-18	2801	416
7106	Venustiano Carranza	5	2	2	2020-04-24	2020-05-11	2020-06-02	2020-06-11	87	22
8005	Ascensión	7	2	1	2020-04-18	2020-04-21	2020-10-08	2020-11-04	63	12
8011	Camargo	13	5	2	2020-04-13	2020-04-24	2020-09-25	2020-10-14	176	25
8017	Cuauhtémoc	19	7	4	2020-04-03	2020-04-08	2020-06-24	2020-07-14	823	99
8019	Chihuahua	127	32	14	2020-01-14	2020-04-07	2020-04-17	2020-04-24	6031	561
8021	Delicias	25	10	5	2020-04-20	2020-05-18	2020-06-06	2020-07-01	1067	120
8032	Hidalgo del Parral	46	12	6	2020-04-22	2020-05-20	2020-05-21	2020-08-20	1160	89
8036	Jiménez	9	2	2	2020-04-28	2020-06-22	2020-08-17	2020-11-05	180	14
8037	Juárez	512	65	46	2020-02-24	2020-04-03	2020-04-04	2020-04-07	14280	1783
8045	Meoqui	3	3	2	2020-04-06	2020-05-01	2020-07-08	2020-07-03	120	29
8050	Nuevo Casas Grandes	18	5	2	2020-04-30	2020-05-29	2020-07-02	2020-07-30	466	39
9002	Azcapotzalco	125	27	15	2020-03-19	2020-04-03	2020-04-04	2020-04-17	10206	911
9003	Coyoacán	147	22	9	2020-03-04	2020-03-17	2020-04-03	2020-04-15	12141	774
9004	Cuajimalpa de Morelos	87	8	4	2020-03-10	2020-03-13	2020-03-24	2020-04-22	5186	219
9005	Gustavo A. Madero	268	50	28	2020-02-27	2020-03-27	2020-03-30	2020-04-08	21919	2261
9006	Iztacalco	126	24	14	2020-03-11	2020-03-28	2020-04-03	2020-04-14	8279	766
9007	Iztapalapa	315	61	34	2020-02-27	2020-03-26	2020-03-24	2020-04-06	26259	2504
9008	La Magdalena Contreras	99	9	7	2020-03-05	2020-04-02	2020-04-12	2020-04-26	6699	227
9009	Milpa Alta	45	7	4	2020-03-23	2020-04-17	2020-04-17	2020-05-01	4194	136
9010	Álvaro Obregón	203	27	14	2020-03-03	2020-03-03	2020-03-26	2020-04-06	16219	1053
9011	Tláhuac	151	16	6	2020-03-19	2020-04-03	2020-04-14	2020-04-25	9174	359
9012	Tlalpan	205	19	11	2020-02-24	2020-03-26	2020-03-30	2020-04-14	16784	643
9013	Xochimilco	110	19	12	2020-03-21	2020-03-22	2020-04-08	2020-04-14	10207	445
9014	Benito Juárez	126	15	7	2020-03-11	2020-03-23	2020-04-01	2020-04-16	7240	426
9015	Cuauhtémoc	155	23	14	2020-03-11	2020-03-27	2020-03-31	2020-04-11	10955	890
9016	Miguel Hidalgo	117	17	9	2020-02-27	2020-03-30	2020-03-17	2020-04-21	7615	487
9017	Venustiano Carranza	134	20	10	2020-03-13	2020-03-30	2020-04-03	2020-04-15	10170	735
10005	Durango	234	18	12	2020-03-11	2020-04-25	2020-05-13	2020-05-24	9734	460
10007	Gómez Palacio	94	16	7	2020-03-17	2020-03-18	2020-05-14	2020-05-25	4438	331
10008	Guadalupe Victoria	76	3	2	2020-04-16	2020-04-21	2020-08-13	2020-09-08	267	21
10012	Lerdo	31	5	3	2020-04-08	2020-05-20	2020-06-08	2020-07-07	1295	57
10023	Pueblo Nuevo	17	2	1	2020-04-25	2020-05-01	2020-08-04	2020-10-27	424	13
10032	Santiago Papasquiaro	6	2	2	2020-05-02	2020-05-14	2020-09-18	2020-10-19	116	16
10038	Vicente Guerrero	6	2	1	2020-05-04	2020-06-15	2020-10-04	2020-10-14	112	13
11001	Abasolo	10	3	2	2020-04-03	2020-05-11	2020-07-06	2020-07-30	327	25
11002	Acámbaro	34	4	2	2020-04-12	2020-04-14	2020-06-03	2020-07-25	1323	39
11003	San Miguel de Allende	20	3	2	2020-03-26	2020-05-29	2020-06-15	2020-07-18	835	45
11004	Apaseo el Alto	10	3	2	2020-04-23	2020-06-07	2020-07-04	2020-09-30	325	19
11005	Apaseo el Grande	10	4	3	2020-04-20	2020-05-19	2020-06-23	2020-07-12	449	42
11007	Celaya	67	12	8	2020-03-23	2020-04-09	2020-05-08	2020-05-07	5321	321
11008	Manuel Doblado	14	1	3	2020-05-18	2020-06-26	2020-07-30	2020-10-06	236	17
11009	Comonfort	8	2	2	2020-04-17	2020-06-10	2020-07-04	2020-08-05	348	30
11011	Cortazar	16	4	3	2020-04-02	2020-04-22	2020-06-05	2020-06-17	887	85
11014	Dolores Hidalgo Cuna de la Independencia Nacional	23	4	3	2020-04-22	2020-05-18	2020-06-15	2020-07-11	1208	63
11015	Guanajuato	31	7	5	2020-03-21	2020-04-07	2020-06-10	2020-06-28	1888	101
11017	Irapuato	83	18	10	2020-03-15	2020-05-01	2020-05-15	2020-06-05	5433	377
11018	Jaral del Progreso	25	3	1	2020-04-28	2020-04-30	2020-07-16	2020-09-14	513	18
11020	León	266	42	25	2020-03-13	2020-04-21	2020-04-17	2020-05-16	18204	1506
11021	Moroleón	15	2	2	2020-04-08	2020-04-23	2020-07-08	2020-09-12	629	16
11023	Pénjamo	23	5	3	2020-04-15	2020-04-17	2020-06-14	2020-07-08	982	64
11025	Purísima del Rincón	13	4	3	2020-05-14	2020-05-20	2020-07-09	2020-07-21	407	28
11026	Romita	12	4	2	2020-04-06	2020-04-23	2020-05-31	2020-06-25	476	23
11027	Salamanca	49	11	4	2020-03-20	2020-04-05	2020-05-04	2020-06-06	3256	188
11028	Salvatierra	26	4	3	2020-04-18	2020-04-24	2020-06-11	2020-07-15	1142	45
11030	San Felipe	23	4	3	2020-05-04	2020-06-19	2020-07-02	2020-08-27	942	33
11031	San Francisco del Rincón	29	5	3	2020-04-30	2020-05-07	2020-06-22	2020-07-10	1144	67
11032	San José Iturbide	14	3	3	2020-05-04	2020-05-15	2020-06-26	2020-08-08	456	39
11033	San Luis de la Paz	19	4	3	2020-03-23	2020-04-26	2020-06-09	2020-06-24	1084	88
11035	Santa Cruz de Juventino Rosas	15	5	2	2020-04-18	2020-05-01	2020-05-30	2020-06-10	587	47
11037	Silao de la Victoria	40	13	7	2020-03-23	2020-04-22	2020-06-01	2020-06-08	1754	171
11042	Valle de Santiago	28	4	3	2020-03-23	2020-04-30	2020-06-21	2020-07-25	1221	51
11044	Villagrán	9	3	2	2020-04-08	2020-06-06	2020-06-21	2020-07-09	427	43
11046	Yuriria	14	2	1	2020-04-07	2020-05-03	2020-07-15	2020-10-30	541	11
12001	Acapulco de Juárez	174	32	21	2020-03-13	2020-03-28	2020-04-12	2020-04-27	10191	1154
12011	Atoyac de Álvarez	15	3	2	2020-04-23	2020-05-02	2020-06-29	2020-06-23	314	29
12012	Ayutla de los Libres	8	2	2	2020-04-22	2020-05-20	2020-07-02	2020-07-17	144	13
12021	Coyuca de Benítez	12	2	2	2020-04-12	2020-04-21	2020-07-12	2020-06-12	155	25
12028	Chilapa de Álvarez	12	3	2	2020-04-10	2020-04-19	2020-06-16	2020-06-07	292	34
12029	Chilpancingo de los Bravo	74	10	6	2020-03-13	2020-04-04	2020-04-30	2020-05-09	4385	262
12034	Huitzuco de los Figueroa	5	3	2	2020-05-18	2020-05-21	2020-09-19	2020-07-27	92	20
12035	Iguala de la Independencia	12	8	6	2020-04-07	2020-04-13	2020-05-05	2020-04-28	509	123
12038	Zihuatanejo de Azueta	93	5	8	2020-04-13	2020-06-03	2020-06-09	2020-06-19	1496	117
12046	Ometepec	12	5	3	2020-05-21	2020-06-03	2020-06-22	2020-07-06	453	36
12048	Petatlán	22	2	2	2020-05-01	2020-05-22	2020-07-24	2020-08-25	216	22
12050	Pungarabato	16	11	2	2020-04-24	2020-04-27	2020-06-02	2020-06-08	302	46
12055	Taxco de Alarcón	6	4	3	2020-03-17	2020-04-15	2020-05-18	2020-05-07	246	82
12057	Técpan de Galeana	12	2	4	2020-05-15	2020-06-08	2020-07-23	2020-07-26	161	23
12058	Teloloapan	5	3	2	2020-04-24	2020-05-04	2020-08-10	2020-08-16	95	17
12061	Tixtla de Guerrero	21	3	2	2020-03-27	2020-05-06	2020-06-18	2020-08-13	661	23
12066	Tlapa de Comonfort	7	5	5	2020-03-22	2020-03-22	2020-05-27	2020-05-25	366	50
12075	Eduardo Neri	5	3	2	2020-04-29	2020-05-13	2020-06-16	2020-06-01	210	32
13003	Actopan	6	4	3	2020-04-06	2020-05-04	2020-06-14	2020-06-10	280	59
13005	Ajacuba	5	2	1	2020-05-13	2020-05-28	2020-08-29	2020-08-25	91	18
13008	Apan	13	4	2	2020-04-22	2020-04-26	2020-05-21	2020-06-09	464	61
13010	Atitalaquia	6	3	2	2020-04-28	2020-04-30	2020-06-15	2020-06-13	225	47
13013	Atotonilco de Tula	5	3	2	2020-03-20	2020-04-14	2020-06-19	2020-06-16	206	50
13016	Cuautepec de Hinojosa	4	3	3	2020-04-22	2020-05-07	2020-07-16	2020-07-01	143	40
13022	Epazoyucan	4	2	2	2020-04-04	2020-05-25	2020-09-11	2020-07-24	93	20
13023	Francisco I. Madero	7	4	3	2020-04-10	2020-05-23	2020-08-12	2020-07-30	148	42
13028	Huejutla de Reyes	12	5	4	2020-03-27	2020-04-26	2020-06-01	2020-06-04	539	86
13030	Ixmiquilpan	7	5	3	2020-05-02	2020-05-12	2020-07-01	2020-06-19	358	65
13039	Mineral del Monte	5	2	1	2020-04-01	2020-04-14	2020-08-15	2020-08-25	97	16
13041	Mixquiahuala de Juárez	6	4	3	2020-04-20	2020-04-30	2020-07-07	2020-07-21	273	53
13048	Pachuca de Soto	45	12	6	2020-02-27	2020-03-27	2020-04-21	2020-04-22	3879	400
13050	Progreso de Obregón	4	2	2	2020-04-29	2020-05-10	2020-07-30	2020-08-11	130	28
13051	Mineral de la Reforma	22	5	4	2020-03-17	2020-04-08	2020-05-11	2020-05-18	1715	140
13052	San Agustín Tlaxiaca	8	3	2	2020-03-26	2020-04-08	2020-06-13	2020-06-08	192	47
13054	San Salvador	4	3	2	2020-04-23	2020-04-25	2020-07-30	2020-07-25	133	33
13056	Santiago Tulantepec de Lugo Guerrero	5	3	2	2020-04-24	2020-04-26	2020-07-12	2020-07-16	173	31
13061	Tepeapulco	13	4	3	2020-04-13	2020-05-04	2020-05-26	2020-05-21	595	77
13063	Tepeji del Río de Ocampo	15	7	3	2020-03-31	2020-04-25	2020-05-22	2020-05-22	609	99
13067	Tezontepec de Aldama	7	4	3	2020-04-10	2020-04-19	2020-06-06	2020-05-05	294	59
13069	Tizayuca	27	7	6	2020-03-24	2020-04-21	2020-05-03	2020-05-10	1256	164
13070	Tlahuelilpan	5	3	2	2020-04-15	2020-05-16	2020-08-21	2020-08-24	105	20
13072	Tlanalapa	4	2	3	2020-04-12	2020-05-18	2020-07-22	2020-07-29	109	17
13074	Tlaxcoapan	6	4	3	2020-04-17	2020-04-20	2020-07-05	2020-06-23	233	44
13076	Tula de Allende	12	6	5	2020-04-06	2020-04-23	2020-05-19	2020-05-12	817	141
13077	Tulancingo de Bravo	24	9	5	2020-03-20	2020-04-30	2020-05-16	2020-05-16	1219	194
13081	Zacualtipán de Ángeles	5	3	2	2020-04-14	2020-04-29	2020-08-13	2020-08-15	106	18
13082	Zapotlán de Juárez	4	3	2	2020-04-23	2020-04-28	2020-07-09	2020-07-25	140	34
13083	Zempoala	10	4	2	2020-03-31	2020-05-03	2020-06-09	2020-07-10	393	48
14002	Acatlán de Juárez	3	3	2	2020-05-11	2020-06-17	2020-09-01	2020-09-11	72	13
14003	Ahualulco de Mercado	4	3	2	2020-05-04	2020-06-17	2020-09-25	2020-08-03	79	21
14006	Ameca	10	5	2	2020-03-26	2020-05-30	2020-08-02	2020-08-07	202	35
14008	Arandas	4	3	1	2020-05-07	2020-07-04	2020-08-16	2020-10-04	100	15
14013	Atotonilco el Alto	15	2	2	2020-05-27	2020-06-26	2020-07-20	2020-10-17	495	15
14015	Autlán de Navarro	13	4	2	2020-04-26	2020-06-09	2020-06-27	2020-07-22	356	43
14018	La Barca	10	4	3	2020-04-15	2020-04-19	2020-06-16	2020-07-02	308	50
14022	Cihuatlán	4	4	2	2020-05-10	2020-05-15	2020-07-20	2020-07-19	114	32
14023	Zapotlán el Grande	17	5	4	2020-05-06	2020-05-28	2020-06-05	2020-07-07	987	94
14030	Chapala	8	1	1	2020-05-29	2020-06-06	2020-09-08	2020-10-11	210	24
14035	Encarnación de Díaz	7	2	2	2020-05-15	2020-06-12	2020-09-28	2020-10-23	91	15
14039	Guadalajara	141	37	19	2020-03-11	2020-03-20	2020-04-03	2020-05-02	12580	1657
14044	Ixtlahuacán de los Membrillos	7	3	1	2020-04-30	2020-05-15	2020-09-03	2020-09-19	116	15
14050	Jocotepec	6	3	1	2020-05-05	2020-06-06	2020-08-26	2020-11-01	118	11
14053	Lagos de Moreno	21	7	5	2020-03-23	2020-06-14	2020-06-20	2020-07-11	611	89
14063	Ocotlán	11	4	3	2020-04-08	2020-04-21	2020-05-31	2020-06-25	380	72
14066	Poncitlán	5	2	2	2020-04-21	2020-05-09	2020-07-31	2020-09-03	107	19
14067	Puerto Vallarta	36	10	7	2020-03-13	2020-03-31	2020-04-24	2020-05-11	2498	293
14070	El Salto	17	5	3	2020-04-30	2020-05-05	2020-05-25	2020-06-12	538	79
14073	San Juan de los Lagos	16	2	2	2020-03-31	2020-06-11	2020-05-31	2020-08-05	301	17
